Ad_ID,Campaign_Name,Date,Impressions,Clicks,Conversions,Ad_Spend ($),Revenue ($),Engagements,ROAS
2097,Winter Discount,2025-03-17,49520,10004,1450,3633,4794,44868,1.32
2098,Black Friday,2025-03-18,89426,12036,674,4326,24414,39906,5.64
2099,Summer Sale,2025-03-19,90828,6986,60,690,4139,12850,6.0
2100,New Arrivals,2025-03-20,197847,1760,1075,4486,11363,30143,2.53
2101,Holiday Special,2025-03-21,196055,797,952,2354,8310,22922,3.53
2102,Winter Discount,2025-03-22,67046,1435,1935,2375,23855,42291,10.04
2103,Winter Discount,2025-03-23,129129,8940,109,1074,23736,2154,22.1
2104,Summer Sale,2025-03-24,141226,11114,768,1191,1781,32145,1.5
2105,Black Friday,2025-03-25,37851,9664,132,601,4207,2402,7.0
2106,Black Friday,2025-03-26,122582,4262,169,3195,682,8082,0.21
2107,Winter Discount,2025-03-27,140489,9412,879,324,2363,37152,7.29
2108,Black Friday,2025-03-28,84963,11037,619,1905,2741,37740,1.44
2109,Black Friday,2025-03-29,187959,11582,288,4244,4132,47156,0.97
2110,New Arrivals,2025-03-30,174892,6271,1935,4008,5319,17278,1.33
2111,Black Friday,2025-03-01,35569,14793,644,1575,1522,21028,0.97
2112,Summer Sale,2025-03-02,155632,1709,1471,1970,8539,18942,4.33
2113,Black Friday,2025-03-03,30868,14692,1775,3360,15299,23260,4.55
2114,Summer Sale,2025-03-04,35587,13353,1325,3816,2963,17504,0.78
2115,Holiday Special,2025-03-05,174597,3266,1967,1700,20427,37236,12.02
2116,Winter Discount,2025-03-06,10121,1811,1466,1079,10490,19640,9.72
2117,Holiday Special,2025-03-07,60465,13898,1062,869,14479,35619,16.66
2118,New Arrivals,2025-03-08,45594,7177,357,2301,20777,12308,9.03
2119,New Arrivals,2025-03-09,176579,2661,1990,1738,19226,19640,11.06
2120,Summer Sale,2025-03-10,54007,2010,1258,4680,23779,19280,5.08
2121,Winter Discount,2025-03-11,93215,2589,1233,615,6812,14507,11.08
2122,Black Friday,2025-03-12,116726,7961,761,1005,12694,44860,12.63
2123,New Arrivals,2025-03-13,115567,8828,1190,1991,18947,28622,9.52
2124,Summer Sale,2025-03-14,166192,2327,536,4231,17861,17437,4.22
2125,Summer Sale,2025-03-15,59481,7697,495,3497,15365,13538,4.39
2126,Summer Sale,2025-03-16,13715,5536,1957,2806,13058,20494,4.65
2127,Winter Discount,2025-03-17,53446,2650,690,3362,4910,31550,1.46
2128,Holiday Special,2025-03-18,54204,2885,1353,4688,22913,3065,4.89
2129,Black Friday,2025-03-19,174637,5698,1022,2966,7342,25021,2.48
2130,Holiday Special,2025-03-20,89895,1303,1779,3889,12356,16116,3.18
2131,Summer Sale,2025-03-21,127117,4773,1068,2325,23199,41840,9.98
2132,New Arrivals,2025-03-22,43852,770,253,2258,20708,25663,9.17
2133,Black Friday,2025-03-23,32366,14362,714,1243,17169,30194,13.81
2134,Black Friday,2025-03-24,78079,9710,577,1217,12687,4746,10.42
2135,Winter Discount,2025-03-25,40126,1064,1042,1892,6735,20324,3.56
2136,Holiday Special,2025-03-26,141161,14017,1552,1873,19911,27758,10.63
2137,Summer Sale,2025-03-27,111917,5250,1418,3999,4786,5023,1.2
2138,New Arrivals,2025-03-28,143027,8207,1875,2711,8437,38467,3.11
2139,Summer Sale,2025-03-29,169755,9976,615,4091,16286,28411,3.98
2140,New Arrivals,2025-03-30,84304,9155,1632,3255,8900,4544,2.73
2141,Black Friday,2025-03-01,97631,12499,1720,903,4843,22880,5.36
2142,Black Friday,2025-03-02,10793,13756,1696,3860,14382,39070,3.73
2143,Summer Sale,2025-03-03,19601,1485,684,3823,15210,19823,3.98
2144,Holiday Special,2025-03-04,143117,8256,824,4035,5124,4119,1.27
2145,New Arrivals,2025-03-05,52689,1845,935,4615,2252,49428,0.49
2146,Summer Sale,2025-03-06,137733,9236,1295,4329,14727,6016,3.4
2147,Summer Sale,2025-03-07,123565,5756,444,3071,16427,11720,5.35
2148,Summer Sale,2025-03-08,50770,962,182,880,3982,24054,4.53
2149,New Arrivals,2025-03-09,137542,11112,1159,512,15112,19237,29.52
2150,Summer Sale,2025-03-10,41216,10909,71,4211,12161,7481,2.89
2151,Black Friday,2025-03-11,159791,3161,798,1793,16195,35166,9.03
2152,New Arrivals,2025-03-12,93027,11437,1490,240,14245,23733,59.35
2153,Winter Discount,2025-03-13,50774,1677,1073,1195,1918,34865,1.61
2154,Summer Sale,2025-03-14,156348,9776,677,208,20725,19690,99.64
2155,Holiday Special,2025-03-15,18380,2381,781,2331,5938,39265,2.55
2156,Holiday Special,2025-03-16,32206,8756,984,4421,8207,18524,1.86
2157,New Arrivals,2025-03-17,127954,2618,790,650,12660,12778,19.48
2158,Summer Sale,2025-03-18,54597,5400,511,3476,2207,25789,0.63
2159,New Arrivals,2025-03-19,93984,8534,1502,128,20705,17158,161.76
2160,Summer Sale,2025-03-20,69412,11530,246,4455,14458,39936,3.25
2161,New Arrivals,2025-03-21,157206,12771,1203,469,14373,13779,30.65
2162,Winter Discount,2025-03-22,103554,5690,387,4259,15143,40160,3.56
2163,Holiday Special,2025-03-23,81315,897,1779,2858,19638,47545,6.87
2164,Black Friday,2025-03-24,189806,8871,646,2408,614,26406,0.25
2165,Summer Sale,2025-03-25,82290,10723,892,988,12180,4382,12.33
2166,Winter Discount,2025-03-26,125293,7520,1700,4086,12495,28556,3.06
2167,Winter Discount,2025-03-27,61682,6877,725,2309,24234,24448,10.5
2168,Holiday Special,2025-03-28,19974,13768,163,234,8279,20319,35.38
2169,Black Friday,2025-03-29,42380,9660,1501,2300,19313,38569,8.4
2170,Holiday Special,2025-03-30,185711,11458,831,1092,4470,11175,4.09
2171,Summer Sale,2025-03-01,120376,9124,451,3483,20072,44785,5.76
2172,Holiday Special,2025-03-02,195787,8006,221,1817,12916,45728,7.11
2173,New Arrivals,2025-03-03,17707,8693,1233,622,11233,37809,18.06
2174,New Arrivals,2025-03-04,25749,10313,1388,2552,10817,48391,4.24
2175,Winter Discount,2025-03-05,44073,10229,1152,2972,22643,10369,7.62
2176,New Arrivals,2025-03-06,65324,12633,425,692,8642,2431,12.49
2177,Holiday Special,2025-03-07,160891,12504,898,4945,5324,20216,1.08
2178,Winter Discount,2025-03-08,98256,9263,602,2752,2744,20442,1.0
2179,Summer Sale,2025-03-09,140290,9478,1241,2412,9920,3539,4.11
2180,New Arrivals,2025-03-10,104838,10133,1559,3318,8130,38388,2.45
2181,New Arrivals,2025-03-11,174065,8903,1627,2115,13547,15444,6.41
2182,Holiday Special,2025-03-12,102463,14407,1068,3889,2988,8574,0.77
2183,Holiday Special,2025-03-13,144465,6514,1079,3300,1569,32899,0.48
2184,Black Friday,2025-03-14,46425,13058,1665,3723,3434,9722,0.92
2185,Black Friday,2025-03-15,26045,10915,1172,2056,11130,28783,5.41
2186,Winter Discount,2025-03-16,197422,12806,1633,3786,19877,10141,5.25
2187,Winter Discount,2025-03-17,96196,13169,1796,3495,20449,46831,5.85
2188,New Arrivals,2025-03-18,78868,892,1620,4072,553,28383,0.14
2189,Holiday Special,2025-03-19,51814,2453,527,2451,17928,21320,7.31
2190,Black Friday,2025-03-20,27743,13655,228,4919,7903,10403,1.61
2191,Holiday Special,2025-03-21,60552,13806,1951,3055,19198,28803,6.28
2192,Winter Discount,2025-03-22,97974,10893,431,1992,5473,2030,2.75
2193,Winter Discount,2025-03-23,188853,11351,349,797,16953,27948,21.27
2194,Holiday Special,2025-03-24,197511,1575,1125,4209,14312,27058,3.4
2195,Black Friday,2025-03-25,168364,3915,1262,3251,15396,31779,4.74
2196,Summer Sale,2025-03-26,170692,5571,1383,2961,20554,19050,6.94
2197,Summer Sale,2025-03-27,126350,10085,811,306,9966,28840,32.57
2198,Winter Discount,2025-03-28,83725,14998,1738,1788,15335,21236,8.58
2199,New Arrivals,2025-03-29,190833,5168,436,4944,15492,27951,3.13
2200,Holiday Special,2025-03-30,190783,13520,1471,3936,3979,16675,1.01
2201,Holiday Special,2025-03-01,174357,10174,1259,4110,3931,35625,0.96
2202,New Arrivals,2025-03-02,40346,8288,1501,477,7497,29653,15.72
2203,Black Friday,2025-03-03,70241,2238,1386,3996,13704,32263,3.43
2204,New Arrivals,2025-03-04,134543,1250,123,807,21600,32477,26.77
2205,New Arrivals,2025-03-05,114369,13067,1691,762,8889,6889,11.67
2206,New Arrivals,2025-03-06,19805,6338,1836,1253,9464,12535,7.55
2207,Winter Discount,2025-03-07,13692,13200,259,2823,23430,31664,8.3
2208,Holiday Special,2025-03-08,57955,11006,1528,2559,3144,20693,1.23
2209,Holiday Special,2025-03-09,158728,11367,294,2130,18890,40176,8.87
2210,Winter Discount,2025-03-10,41757,5510,189,4457,21331,38942,4.79
2211,Holiday Special,2025-03-11,70759,1042,818,1395,23560,8701,16.89
2212,Black Friday,2025-03-12,68724,8549,720,2634,22761,35224,8.64
2213,Black Friday,2025-03-13,162158,9290,1828,2673,9882,2860,3.7
2214,Summer Sale,2025-03-14,72685,4928,227,734,23379,13370,31.85
2215,New Arrivals,2025-03-15,175888,1300,1845,1733,2222,11559,1.28
2216,Winter Discount,2025-03-16,17763,2601,136,403,7184,16008,17.83
2217,Winter Discount,2025-03-17,86026,8042,1614,937,22292,28916,23.79
2218,New Arrivals,2025-03-18,163973,522,1374,588,5436,20302,9.24
2219,Black Friday,2025-03-19,20448,1462,543,4768,5291,27226,1.11
2220,New Arrivals,2025-03-20,140024,9500,1368,3942,6337,3600,1.61
2221,Winter Discount,2025-03-21,39032,6363,193,1753,14896,36727,8.5
2222,Winter Discount,2025-03-22,162694,6056,1838,4653,18450,5615,3.97
2223,New Arrivals,2025-03-23,19823,4472,1130,2162,20380,9479,9.43
2224,Winter Discount,2025-03-24,196357,12879,802,2901,21796,36261,7.51
2225,Holiday Special,2025-03-25,76299,12365,976,1981,20549,49299,10.37
2226,Black Friday,2025-03-26,106943,14532,1356,2685,4345,37953,1.62
2227,New Arrivals,2025-03-27,116800,6405,315,2769,6474,36639,2.34
2228,Holiday Special,2025-03-28,170258,1528,727,1444,5421,40203,3.75
2229,Summer Sale,2025-03-29,75544,4355,579,4210,24755,31706,5.88
2230,Black Friday,2025-03-30,10786,3607,1194,4553,20409,7053,4.48
2231,Winter Discount,2025-03-01,148159,10068,1147,2110,16675,8612,7.9
2232,Black Friday,2025-03-02,142262,7232,559,1384,24564,41025,17.75
2233,Winter Discount,2025-03-03,166909,3305,1078,703,14041,8513,19.97
2234,New Arrivals,2025-03-04,143635,9798,1989,1930,18676,18937,9.68
2235,Black Friday,2025-03-05,87574,4947,407,559,3258,33951,5.83
2236,Winter Discount,2025-03-06,159192,9280,627,4388,9328,28007,2.13
2237,Winter Discount,2025-03-07,170739,3461,1833,4297,22951,10652,5.34
2238,Black Friday,2025-03-08,122465,7593,1972,347,15269,8891,44.0
2239,Winter Discount,2025-03-09,29040,9476,553,1194,13538,39189,11.34
2240,New Arrivals,2025-03-10,15276,3556,1388,2247,24329,42633,10.83
2241,New Arrivals,2025-03-11,165677,8156,327,1625,14131,4353,8.7
2242,Winter Discount,2025-03-12,117624,1429,1506,1606,1237,7151,0.77
2243,Winter Discount,2025-03-13,91711,941,585,410,24932,44700,60.81
2244,Holiday Special,2025-03-14,118663,8279,1672,969,21581,13816,22.27
2245,Winter Discount,2025-03-15,41678,2818,515,1177,11426,35141,9.71
2246,Summer Sale,2025-03-16,27135,2737,121,882,2612,18919,2.96
2247,New Arrivals,2025-03-17,31743,5255,80,2157,1218,18016,0.56
2248,Holiday Special,2025-03-18,123903,7084,820,148,21056,40124,142.27
2249,New Arrivals,2025-03-19,132459,10867,515,2027,1909,30370,0.94
2250,New Arrivals,2025-03-20,142320,9821,1592,3756,22823,30016,6.08
2251,Black Friday,2025-03-21,56356,9798,1423,3688,23676,14220,6.42
2252,Black Friday,2025-03-22,123367,526,1958,3278,10912,31067,3.33
2253,Holiday Special,2025-03-23,125936,12713,504,4282,11852,11526,2.77
2254,Holiday Special,2025-03-24,148101,14316,1994,3397,10091,19134,2.97
2255,Black Friday,2025-03-25,177584,7621,164,4999,12738,28401,2.55
2256,Black Friday,2025-03-26,17198,6861,813,2243,16843,44440,7.51
2257,Holiday Special,2025-03-27,35764,13600,240,3400,8190,46594,2.41
2258,Black Friday,2025-03-28,115266,10671,1895,1506,23907,7716,15.87
2259,Holiday Special,2025-03-29,162484,8646,400,4572,16835,26470,3.68
2260,Black Friday,2025-03-30,169491,9364,1800,1254,18852,13283,15.03
2261,Holiday Special,2025-03-01,44379,2064,1015,389,8279,28826,21.28
2262,Winter Discount,2025-03-02,165692,544,1818,3591,12340,12905,3.44
2263,Summer Sale,2025-03-03,28619,6980,1695,4304,11790,14071,2.74
2264,New Arrivals,2025-03-04,83501,12813,401,2598,7667,22308,2.95
2265,Summer Sale,2025-03-05,89077,9634,1418,2972,24705,46534,8.31
2266,Winter Discount,2025-03-06,171747,13992,121,1253,13796,35558,11.01
2267,Winter Discount,2025-03-07,132999,2561,1231,4156,870,4531,0.21
2268,New Arrivals,2025-03-08,168613,10607,960,968,5877,45169,6.07
2269,Black Friday,2025-03-09,166598,2822,173,1647,549,43790,0.33
2270,New Arrivals,2025-03-10,144639,6930,1440,1830,23541,48623,12.86
2271,Summer Sale,2025-03-11,129938,9791,1756,1121,6888,2019,6.14
2272,Black Friday,2025-03-12,191973,1239,1045,3264,24588,43120,7.53
2273,New Arrivals,2025-03-13,68146,12587,1669,975,21439,15677,21.99
2274,New Arrivals,2025-03-14,178384,11090,950,1341,1455,23316,1.09
2275,Winter Discount,2025-03-15,180278,3189,298,2976,13745,44585,4.62
2276,New Arrivals,2025-03-16,166307,10026,822,242,11990,40421,49.55
2277,Black Friday,2025-03-17,67242,5546,1897,3389,17766,26665,5.24
2278,New Arrivals,2025-03-18,182569,2332,1548,3352,22586,41519,6.74
2279,Holiday Special,2025-03-19,166363,2360,1031,4132,2618,41411,0.63
2280,Holiday Special,2025-03-20,21008,11331,1016,2969,22377,20676,7.54
2281,Holiday Special,2025-03-21,32202,6426,409,542,18653,3522,34.42
2282,Black Friday,2025-03-22,185109,616,1361,4772,18188,11260,3.81
2283,Winter Discount,2025-03-23,192676,3022,1581,2042,12183,16733,5.97
2284,Winter Discount,2025-03-24,24193,9412,120,4625,5959,48141,1.29
2285,New Arrivals,2025-03-25,137134,11109,1705,3235,19665,38502,6.08
2286,Black Friday,2025-03-26,34296,11411,1826,132,22531,36453,170.69
2287,New Arrivals,2025-03-27,197889,5083,1386,2765,19871,29977,7.19
2288,Winter Discount,2025-03-28,75507,13640,601,3139,14938,44291,4.76
2289,Holiday Special,2025-03-29,130065,8931,404,1954,21773,26140,11.14
2290,Summer Sale,2025-03-30,38404,10625,1925,3935,19877,27308,5.05
2291,Winter Discount,2025-03-01,144108,3366,420,170,11076,8003,65.15
2292,Holiday Special,2025-03-02,171804,12141,1011,2838,919,41534,0.32
2293,New Arrivals,2025-03-03,164572,7385,884,2992,10218,12605,3.42
2294,Black Friday,2025-03-04,163021,13401,491,217,9694,29831,44.67
2295,Black Friday,2025-03-05,51629,1664,1402,4337,16913,5665,3.9
2296,Summer Sale,2025-03-06,68566,1556,1671,1572,9690,41080,6.16
2297,Winter Discount,2025-03-07,93704,14197,100,3309,8873,32646,2.68
2298,Winter Discount,2025-03-08,165670,9434,1646,4844,21549,29078,4.45
2299,New Arrivals,2025-03-09,122206,1483,816,751,6554,13231,8.73
2300,New Arrivals,2025-03-10,187360,12255,63,402,6962,49451,17.32
2301,Winter Discount,2025-03-11,27958,13635,1604,3445,13814,32479,4.01
2302,Winter Discount,2025-03-12,193312,7691,1834,4766,6934,26418,1.45
2303,New Arrivals,2025-03-13,51472,12911,1432,161,2621,17717,16.28
2304,Summer Sale,2025-03-14,116796,10453,247,2829,20749,35523,7.33
2305,Summer Sale,2025-03-15,160437,11214,659,4801,5930,24494,1.24
2306,Winter Discount,2025-03-16,136194,8589,824,484,16832,29775,34.78
2307,New Arrivals,2025-03-17,131879,1708,1494,4072,22116,4005,5.43
2308,Black Friday,2025-03-18,110997,7210,889,3868,5897,5176,1.52
2309,Summer Sale,2025-03-19,136612,9805,809,2598,18101,46557,6.97
2310,New Arrivals,2025-03-20,86688,10498,1623,3016,1961,14260,0.65
2311,Holiday Special,2025-03-21,29001,8764,223,4862,4941,20572,1.02
2312,Black Friday,2025-03-22,141618,6660,1157,1619,21248,43913,13.12
2313,Black Friday,2025-03-23,173808,6032,1041,4957,7491,39703,1.51
2314,Summer Sale,2025-03-24,176755,14515,62,3966,19919,18401,5.02
2315,New Arrivals,2025-03-25,21431,781,1874,439,13885,15750,31.63
2316,Black Friday,2025-03-26,158449,10254,724,2696,19420,18647,7.2
2317,Black Friday,2025-03-27,54839,7317,1694,368,21209,19720,57.63
2318,Winter Discount,2025-03-28,94403,13553,146,1512,11671,37785,7.72
2319,New Arrivals,2025-03-29,124792,5102,832,1010,2840,3588,2.81
2320,Winter Discount,2025-03-30,65740,14976,560,4102,15544,30227,3.79
2321,Black Friday,2025-03-01,79410,5304,326,1721,4713,49679,2.74
2322,Holiday Special,2025-03-02,183121,10195,299,3000,21977,36655,7.33
2323,New Arrivals,2025-03-03,98097,4548,1641,2862,8318,40420,2.91
2324,Summer Sale,2025-03-04,159308,3958,607,4157,20996,47190,5.05
2325,Black Friday,2025-03-05,163357,4861,940,1860,12557,31841,6.75
2326,Black Friday,2025-03-06,37605,2844,1929,2832,23685,49031,8.36
2327,Summer Sale,2025-03-07,53373,13003,977,721,24961,44820,34.62
2328,New Arrivals,2025-03-08,149319,4386,747,1855,10179,10963,5.49
2329,Summer Sale,2025-03-09,72710,4121,607,3791,17431,28086,4.6
2330,Black Friday,2025-03-10,23746,2123,648,1447,11348,12036,7.84
2331,Summer Sale,2025-03-11,110321,2202,1098,4367,8680,15640,1.99
2332,Summer Sale,2025-03-12,130931,5360,1890,3485,3025,41339,0.87
2333,Summer Sale,2025-03-13,139112,6882,834,1910,1463,12290,0.77
2334,New Arrivals,2025-03-14,90503,2227,342,3072,16325,30601,5.31
2335,Winter Discount,2025-03-15,101393,10548,1756,1735,15813,22955,9.11
2336,Black Friday,2025-03-16,99236,2911,1275,773,24524,37294,31.73
2337,Black Friday,2025-03-17,199041,14671,357,2286,4057,18316,1.77
2338,Black Friday,2025-03-18,153553,14638,1497,2319,22841,20543,9.85
2339,Summer Sale,2025-03-19,55728,11848,725,191,16744,8859,87.66
2340,New Arrivals,2025-03-20,85356,1133,61,2088,22558,34610,10.8
2341,Winter Discount,2025-03-21,47912,12933,1845,4982,23450,23050,4.71
2342,Black Friday,2025-03-22,147046,535,488,2627,14458,41258,5.5
2343,Holiday Special,2025-03-23,175141,6229,558,413,2771,45429,6.71
2344,Black Friday,2025-03-24,190926,10302,531,791,18812,2461,23.78
2345,Black Friday,2025-03-25,126237,6592,1484,4167,23126,23108,5.55
2346,New Arrivals,2025-03-26,57183,10931,471,2738,15055,10195,5.5
2347,Winter Discount,2025-03-27,29440,6505,1170,4773,10508,39222,2.2
2348,Black Friday,2025-03-28,68977,3090,715,360,18221,39894,50.61
2349,New Arrivals,2025-03-29,192006,13005,142,1029,20053,22913,19.49
2350,Winter Discount,2025-03-30,92104,2404,1963,624,19164,28205,30.71
2351,Black Friday,2025-03-01,12397,1706,1663,2313,13337,15811,5.77
2352,Holiday Special,2025-03-02,155764,14491,123,4791,11635,33120,2.43
2353,New Arrivals,2025-03-03,82488,9368,1924,2975,4037,38330,1.36
2354,Summer Sale,2025-03-04,28234,11729,219,3710,6270,41863,1.69
2355,Black Friday,2025-03-05,135613,5636,733,3065,9445,8468,3.08
2356,Winter Discount,2025-03-06,153178,11426,1352,4401,14339,11738,3.26
2357,Black Friday,2025-03-07,188029,13898,626,863,11752,18044,13.62
2358,Winter Discount,2025-03-08,98023,5423,949,126,16854,12240,133.76
2359,New Arrivals,2025-03-09,62538,11225,1480,2931,20214,44530,6.9
2360,New Arrivals,2025-03-10,93380,11369,1967,3951,13843,6948,3.5
2361,Holiday Special,2025-03-11,141813,10901,423,4982,18382,29766,3.69
2362,New Arrivals,2025-03-12,89262,1489,579,4361,1458,30393,0.33
2363,New Arrivals,2025-03-13,198008,8824,1529,1460,10442,32169,7.15
2364,New Arrivals,2025-03-14,46431,2656,237,4708,4655,3523,0.99
2365,New Arrivals,2025-03-15,57139,13006,1131,2926,22594,32276,7.72
2366,Winter Discount,2025-03-16,17260,13557,984,2413,22950,4179,9.51
2367,Winter Discount,2025-03-17,193590,663,1981,3990,15826,11260,3.97
2368,New Arrivals,2025-03-18,67282,6851,826,4047,24864,46886,6.14
2369,Black Friday,2025-03-19,187148,1609,326,102,16216,26676,158.98
2370,Summer Sale,2025-03-20,74361,8470,1555,2349,8284,34176,3.53
2371,Winter Discount,2025-03-21,49106,11129,101,539,19709,23746,36.57
2372,Winter Discount,2025-03-22,152730,1644,350,822,11706,26982,14.24
2373,Summer Sale,2025-03-23,182342,3215,1364,4869,15860,23777,3.26
2374,Holiday Special,2025-03-24,119068,12475,1897,4760,2917,41151,0.61
2375,Summer Sale,2025-03-25,149556,3999,1888,4768,21456,32418,4.5
2376,Winter Discount,2025-03-26,88215,11310,1787,1688,19876,12132,11.77
2377,Summer Sale,2025-03-27,54908,14573,1362,3248,7314,28248,2.25
2378,New Arrivals,2025-03-28,132653,1074,592,727,11136,16831,15.32
2379,Summer Sale,2025-03-29,155919,6929,298,4322,3916,21917,0.91
2380,Winter Discount,2025-03-30,21800,11497,1059,3656,20545,28388,5.62
2381,Winter Discount,2025-03-01,121362,10089,1035,2114,8918,47420,4.22
2382,Summer Sale,2025-03-02,22129,5049,93,4709,7938,19299,1.69
2383,Summer Sale,2025-03-03,95148,2345,1090,3115,16537,40499,5.31
2384,Holiday Special,2025-03-04,182588,10031,983,4223,8134,25177,1.93
2385,Holiday Special,2025-03-05,197790,12604,1821,2370,17353,27330,7.32
2386,Black Friday,2025-03-06,51413,13176,1791,679,12911,3526,19.01
2387,Winter Discount,2025-03-07,13880,13141,765,1830,5107,7493,2.79
2388,Holiday Special,2025-03-08,109977,562,103,1069,19721,33031,18.45
2389,Black Friday,2025-03-09,79930,14366,1233,1217,13731,46506,11.28
2390,New Arrivals,2025-03-10,40140,2724,1281,859,7906,9176,9.2
2391,Holiday Special,2025-03-11,146157,2205,1451,286,16448,7003,57.51
2392,Summer Sale,2025-03-12,23224,14169,388,1692,22401,40579,13.24
2393,Black Friday,2025-03-13,97860,4467,1918,3809,3358,26925,0.88
2394,Summer Sale,2025-03-14,178879,5112,1580,3955,17634,15073,4.46
2395,Winter Discount,2025-03-15,17261,7936,1754,1886,1763,41312,0.93
2396,New Arrivals,2025-03-16,83988,10347,105,4636,23648,17970,5.1
2397,Summer Sale,2025-03-17,17442,10870,1317,3142,6442,15663,2.05
2398,Winter Discount,2025-03-18,156983,14457,599,1679,1323,41466,0.79
2399,New Arrivals,2025-03-19,192770,4598,252,2069,1377,17152,0.67
2400,Holiday Special,2025-03-20,56259,2247,1771,2309,2813,45492,1.22
2401,Holiday Special,2025-03-21,127178,944,1110,2298,2193,21701,0.95
2402,Winter Discount,2025-03-22,190156,10302,1226,840,7769,49027,9.25
2403,Summer Sale,2025-03-23,148151,11833,1708,4828,1757,21736,0.36
2404,New Arrivals,2025-03-24,192644,8227,349,3980,20191,27997,5.07
2405,New Arrivals,2025-03-25,17911,5473,1008,3730,15208,45875,4.08
2406,Black Friday,2025-03-26,171241,5180,1722,3076,21837,9561,7.1
2407,Summer Sale,2025-03-27,26295,940,1761,2096,1312,11174,0.63
2408,Holiday Special,2025-03-28,22465,9914,104,2565,21709,43930,8.46
2409,Holiday Special,2025-03-29,80323,4508,1816,3221,20618,31214,6.4
2410,Summer Sale,2025-03-30,173981,10150,1193,1488,23884,8026,16.05
2411,Holiday Special,2025-03-01,138015,10586,315,3253,15129,10844,4.65
2412,Holiday Special,2025-03-02,169370,9517,1564,1691,21569,38974,12.76
2413,Summer Sale,2025-03-03,129233,8357,579,2213,756,32398,0.34
2414,Holiday Special,2025-03-04,49865,8364,960,1310,1042,19497,0.8
2415,Winter Discount,2025-03-05,12829,3135,686,4453,20576,17417,4.62
2416,Black Friday,2025-03-06,165173,1571,843,3005,17975,9433,5.98
2417,New Arrivals,2025-03-07,71761,11411,1087,813,11122,29232,13.68
2418,Black Friday,2025-03-08,54591,2250,539,785,4311,2101,5.49
2419,Summer Sale,2025-03-09,58964,5620,1175,3888,12555,4064,3.23
2420,Winter Discount,2025-03-10,135159,11591,749,4896,17293,5194,3.53
2421,Summer Sale,2025-03-11,21960,5236,263,3424,2652,33624,0.77
2422,Summer Sale,2025-03-12,83940,8115,1339,2952,23809,28410,8.07
2423,Holiday Special,2025-03-13,88584,7314,466,1787,23860,19117,13.35
2424,Summer Sale,2025-03-14,24874,5575,534,2605,7763,21072,2.98
2425,Black Friday,2025-03-15,100447,8718,135,717,2359,9771,3.29
2426,Winter Discount,2025-03-16,123776,5075,1627,4048,2797,3239,0.69
2427,Summer Sale,2025-03-17,71875,9566,1509,4398,1753,22195,0.4
2428,Winter Discount,2025-03-18,117696,5679,895,4480,20142,32753,4.5
2429,Summer Sale,2025-03-19,142922,9802,1621,716,11051,31980,15.43
2430,New Arrivals,2025-03-20,32295,1952,902,1557,12133,18409,7.79
2431,Black Friday,2025-03-21,64529,11576,580,4581,4305,42814,0.94
2432,Holiday Special,2025-03-22,19676,13766,55,4461,1183,36683,0.27
2433,Black Friday,2025-03-23,93620,13557,1453,1175,5842,32836,4.97
2434,Black Friday,2025-03-24,56618,5389,556,3392,1949,45558,0.57
2435,Holiday Special,2025-03-25,119384,13664,650,1458,16787,44846,11.51
2436,Winter Discount,2025-03-26,29975,6158,251,4506,3602,9491,0.8
2437,Winter Discount,2025-03-27,34507,5218,130,3792,20572,2892,5.43
2438,Black Friday,2025-03-28,43454,13166,712,4619,16206,16439,3.51
2439,New Arrivals,2025-03-29,131932,7615,583,1023,18292,21416,17.88
2440,New Arrivals,2025-03-30,24584,1614,927,2508,4094,15106,1.63
2441,Black Friday,2025-03-01,182576,8496,1445,3041,21632,48999,7.11
2442,Winter Discount,2025-03-02,130283,10935,1405,551,6070,29597,11.02
2443,Summer Sale,2025-03-03,12660,5458,817,2765,11626,7729,4.2
2444,Holiday Special,2025-03-04,125663,1465,872,909,18254,18499,20.08
2445,Summer Sale,2025-03-05,110826,9660,671,2743,4433,32161,1.62
2446,Holiday Special,2025-03-06,113066,14519,444,2988,3551,7963,1.19
2447,Winter Discount,2025-03-07,26621,4531,676,1341,21828,16116,16.28
2448,Summer Sale,2025-03-08,122211,9442,918,4677,8489,2997,1.82
2449,New Arrivals,2025-03-09,121766,11301,884,512,17664,25096,34.5
2450,Black Friday,2025-03-10,155853,1790,370,4660,669,30278,0.14
2451,Summer Sale,2025-03-11,35573,12085,1630,4180,672,40667,0.16
2452,New Arrivals,2025-03-12,148740,10500,543,1538,16427,8448,10.68
2453,New Arrivals,2025-03-13,48473,10357,1265,1818,17689,28829,9.73
2454,Holiday Special,2025-03-14,20611,7190,1559,2369,8316,15243,3.51
2455,Winter Discount,2025-03-15,141037,6649,803,4444,9141,42426,2.06
2456,Holiday Special,2025-03-16,15806,7648,991,2813,20685,5194,7.35
2457,Winter Discount,2025-03-17,164324,11097,190,3073,17026,40112,5.54
2458,Holiday Special,2025-03-18,150735,4176,590,1071,9837,27323,9.18
2459,Winter Discount,2025-03-19,116252,3002,1968,724,13870,7280,19.16
2460,New Arrivals,2025-03-20,100883,14197,143,975,18662,5584,19.14
2461,Winter Discount,2025-03-21,149734,14260,542,4137,15454,23957,3.74
2462,New Arrivals,2025-03-22,155812,9773,960,4628,18619,28093,4.02
